# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Augusto G. et al.(2021)	intact:EBI-27085588|pubmed:34453338|imex:IM-29218	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27087087|imex:IM-29218-1	-
uniprotkb:P0DTC9	uniprotkb:Q13283	intact:EBI-25475856|uniprotkb:P0DTC9	ensembl:ENSP00000348578.3|ensembl:ENSP00000377681.3|ensembl:ENSP00000430480.2|ensembl:ENSP00000502880.1|ensembl:ENSP00000503039.1|ensembl:ENSP00000503699.1|ensembl:ENSP00000503939.1|ensembl:ENSP00000504140.1|ensembl:ENSP00000504627.1|intact:EBI-1384154|uniprotkb:Q5HYE9|intact:EBI-1047359|uniprotkb:Q13283	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:g3bp1_human(display_short)|psi-mi:Ras GTPase-activating protein-binding protein 1(display_long)|uniprotkb:G3BP1(gene name)|uniprotkb:GAP SH3 domain-binding protein 1(gene name synonym)|uniprotkb:ATP-dependent DNA helicase VIII(gene name synonym)|uniprotkb:G3BP(gene name synonym)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Huang W. et al.(2021)	intact:EBI-27070370|pubmed:34400613|imex:IM-29175	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27071395|imex:IM-29175-7	-
uniprotkb:P59595	uniprotkb:Q13283	uniprotkb:Q80E50|uniprotkb:Q7T3Z4|uniprotkb:Q7TF99|uniprotkb:Q7TA14|intact:MINT-1346173|intact:EBI-7602718|uniprotkb:P59595	ensembl:ENSP00000348578.3|ensembl:ENSP00000377681.3|ensembl:ENSP00000430480.2|ensembl:ENSP00000502880.1|ensembl:ENSP00000503039.1|ensembl:ENSP00000503699.1|ensembl:ENSP00000503939.1|ensembl:ENSP00000504140.1|ensembl:ENSP00000504627.1|intact:EBI-1384154|uniprotkb:Q5HYE9|intact:EBI-1047359|uniprotkb:Q13283	psi-mi:ncap_sars(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:9A(orf name)|uniprotkb:Nucleocapsid protein(gene name synonym)|uniprotkb:N(gene name)	psi-mi:g3bp1_human(display_short)|psi-mi:Ras GTPase-activating protein-binding protein 1(display_long)|uniprotkb:G3BP1(gene name)|uniprotkb:GAP SH3 domain-binding protein 1(gene name synonym)|uniprotkb:ATP-dependent DNA helicase VIII(gene name synonym)|uniprotkb:G3BP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Huang W. et al.(2021)	intact:EBI-27070370|pubmed:34400613|imex:IM-29175	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27071483|imex:IM-29175-13	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0107"(surface plasmon resonance)	Ye F. et al.(2021)	intact:EBI-27091816|pubmed:34531369|imex:IM-29350	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27097775|imex:IM-29350-9	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0107"(surface plasmon resonance)	Ye F. et al.(2021)	intact:EBI-27091816|pubmed:34531369|imex:IM-29350	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27097296|imex:IM-29350-5	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0107"(surface plasmon resonance)	Ye F. et al.(2021)	intact:EBI-27091816|pubmed:34531369|imex:IM-29350	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27096989|imex:IM-29350-3	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Prévost J. et al.(2021)	intact:EBI-27085566|pubmed:34478710|imex:IM-29217	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27086987|imex:IM-29217-13	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Prévost J. et al.(2021)	intact:EBI-27085566|pubmed:34478710|imex:IM-29217	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27086919|imex:IM-29217-7	-
uniprotkb:P0DTC9	uniprotkb:Q9UN86	intact:EBI-25475856|uniprotkb:P0DTC9	uniprotkb:O60606|uniprotkb:O75149|uniprotkb:Q9UPA1|ensembl:ENSP00000352738.4|ensembl:ENSP00000379069.3|ensembl:ENSP00000503228.1|ensembl:ENSP00000503239.1|ensembl:ENSP00000503355.1|ensembl:ENSP00000503504.1|ensembl:ENSP00000503669.1|ensembl:ENSP00000503911.1|ensembl:ENSP00000503943.1|ensembl:ENSP00000504101.1|ensembl:ENSP00000504159.1|ensembl:ENSP00000504316.1|ensembl:ENSP00000504361.1|ensembl:ENSP00000504371.1|ensembl:ENSP00000504523.1|ensembl:ENSP00000504585.1|ensembl:ENSP00000504698.1|ensembl:ENSP00000504496.1|uniprotkb:A8K6X1|intact:EBI-1044298|uniprotkb:Q9UN86	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:g3bp2_human(display_short)|psi-mi:Ras GTPase-activating protein-binding protein 2(display_long)|uniprotkb:G3BP2(gene name)|uniprotkb:KIAA0660(gene name synonym)|uniprotkb:GAP SH3 domain-binding protein 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Huang W. et al.(2021)	intact:EBI-27070370|pubmed:34400613|imex:IM-29175	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27071526|imex:IM-29175-17	-
uniprotkb:P59594	uniprotkb:Q9BYF1	intact:EBI-16063777|uniprotkb:Q6QU82|uniprotkb:Q7T696|uniprotkb:Q7TA19|uniprotkb:Q7TFA2|uniprotkb:Q7TFB1|uniprotkb:Q80BV6|intact:EBI-15582614|uniprotkb:P59594	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	psi-mi:spike_sars(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:"MI:0107"(surface plasmon resonance)	Ye F. et al.(2021)	intact:EBI-27091816|pubmed:34531369|imex:IM-29350	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27098578|imex:IM-29350-15	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Prévost J. et al.(2021)	intact:EBI-27085566|pubmed:34478710|imex:IM-29217	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27086860|imex:IM-29217-1	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0107"(surface plasmon resonance)	Ye F. et al.(2021)	intact:EBI-27091816|pubmed:34531369|imex:IM-29350	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27097439|imex:IM-29350-23	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0069"(mass spectrometry studies of complexes)	Lutomski CA. et al.(2021)	intact:EBI-27077058|pubmed:34462738|imex:IM-29202	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27085253|imex:IM-29202-29	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Prévost J. et al.(2021)	intact:EBI-27085566|pubmed:34478710|imex:IM-29217	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27086967|imex:IM-29217-11	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Iserman C. et al.(2020)	intact:EBI-26606975|pubmed:33290746|imex:IM-28797	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26872850|imex:IM-28797-37	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0030"(cross-linking study)	Zeng W. et al.(2020)	intact:EBI-26605427|pubmed:32416961|imex:IM-28808	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26875925|imex:IM-28808-7	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Iserman C. et al.(2020)	intact:EBI-26606975|pubmed:33290746|imex:IM-28797	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26872943|imex:IM-28797-11	-
uniprotkb:P0DTC2	uniprotkb:P0DTC2	intact:EBI-25474821|uniprotkb:P0DTC2	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0013"(biophysical)	Fu Q. et al.(2021)	intact:EBI-26989120|pubmed:34086443|imex:IM-29046	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27022584|imex:IM-29046-7	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Iserman C. et al.(2020)	intact:EBI-26606975|pubmed:33290746|imex:IM-28797	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26873308|imex:IM-28797-49	-
